from,to,title,group,value
2,126,NachDenkSeiten,Politik,2
89,126,NachDenkSeiten,Studie,2
10,126,NachDenkSeiten,massnahmen,1
9,126,NachDenkSeiten,kollateralschäden,1
6,127,Jouwatch,Medizin,2
7,127,Jouwatch,Widerstand,2
26,127,Jouwatch,sterblichkeit,1
10,127,Jouwatch,massnahmen,1
48,127,Jouwatch,angst,1
16,128,berthub.eu,Wissenschaft,2
20,128,berthub.eu,Impfung,2
129,128,berthub.eu,biontech,1
16,130,Pharmazeutische Zeitung,Wissenschaft,2
20,130,Pharmazeutische Zeitung,Impfung,2
129,130,Pharmazeutische Zeitung,biontech,1
13,131,Rubikon,Mensch,2
7,131,Rubikon,Widerstand,2
48,131,Rubikon,angst,1
48,132,tagesschau.de,angst,1
33,132,tagesschau.de,manipulation,1
16,133,Hessisches Ärzteblatt,Wissenschaft,2
25,133,Hessisches Ärzteblatt,Zahlen,2
48,133,Hessisches Ärzteblatt,angst,1
2,134,medinside.ch,Politik,2
7,134,medinside.ch,Widerstand,2
10,134,medinside.ch,massnahmen,1
35,134,medinside.ch,bundesrat,1
53,134,medinside.ch,taskforce,1
16,135,Tagesanzeiger,Wissenschaft,2
29,135,Tagesanzeiger,maske,1
67,135,Tagesanzeiger,who,1
16,136,RT DE,Wissenschaft,2
36,136,RT DE,welle2,1
17,136,RT DE,pcr-test,1
33,136,RT DE,manipulation,1
25,137,SRF,Zahlen,2
26,137,SRF,sterblichkeit,1
139,138,Weltwoche,BAG,2
53,138,Weltwoche,taskforce,1
10,138,Weltwoche,massnahmen,1
16,140,WHO,Wissenschaft,2
67,140,WHO,who,1
69,140,WHO,immunität,1
20,141,2020 News,Impfung,2
38,141,2020 News,impf-nebenwirkungen,1
16,142,Nordkurier,Wissenschaft,2
17,142,Nordkurier,pcr-test,1
82,142,Nordkurier,rki,1
7,143,NachDenkSeiten,Widerstand,2
10,143,NachDenkSeiten,massnahmen,1
16,144,2020 News,Wissenschaft,2
67,144,2020 News,who,1
69,144,2020 News,immunität,1
28,145,NachDenkSeiten,kind,1
33,145,NachDenkSeiten,manipulation,1
12,146,SRF,Gesundheit,2
29,146,SRF,maske,1
25,147,Die Welt,Zahlen,2
26,147,Die Welt,sterblichkeit,1
7,148,World Freedom Alliance,Widerstand,2
43,148,World Freedom Alliance,Recht,2
13,149,SRF,Mensch,2
29,149,SRF,maske,1
28,149,SRF,kind,1
9,149,SRF,kollateralschäden,1
7,150,multipolar,Widerstand,2
29,150,multipolar,maske,1
25,151,Telepolis,Zahlen,2
48,151,Telepolis,angst,1
25,152,INFOsperber,Zahlen,2
36,152,INFOsperber,welle2,1
33,152,INFOsperber,manipulation,1
25,153,Rubikon,Zahlen,2
20,153,Rubikon,Impfung,2
17,153,Rubikon,pcr-test,1
26,153,Rubikon,sterblichkeit,1
7,154,Berliner Zeitung,Widerstand,2
6,154,Berliner Zeitung,Medizin,2
4,154,Berliner Zeitung,willkür,1
6,155,Unzensuriert,Medizin,2
43,155,Unzensuriert,Recht,2
7,155,Unzensuriert,Widerstand,2
4,155,Unzensuriert,willkür,1
43,156,Youtube,Recht,2
81,156,Youtube,Wirtschaft,2
85,156,Youtube,geld,1
7,157,linth24,Widerstand,2
13,157,linth24,Mensch,2
10,157,linth24,massnahmen,1
10,158,NachDenkSeiten,massnahmen,1
112,158,NachDenkSeiten,demokratie,1
25,159,Telepolis,Zahlen,2
33,159,Telepolis,manipulation,1
2,160,Rubikon,Politik,2
29,160,Rubikon,maske,1
28,160,Rubikon,kind,1
2,161,reitschuster,Politik,2
17,161,reitschuster,pcr-test,1
20,162,Wochenblick,Impfung,2
163,162,Wochenblick,mit oder an impfung gestorben,1
38,162,Wochenblick,impf-nebenwirkungen,1
129,162,Wochenblick,biontech,1
47,164,linth24,Spital,2
25,164,linth24,Zahlen,2
36,164,linth24,welle2,1
6,165,Vimeo,Medizin,2
29,165,Vimeo,maske,1
17,165,Vimeo,pcr-test,1
10,165,Vimeo,massnahmen,1
61,166,Beobachter,Schule,2
28,166,Beobachter,kind,1
13,167,Die Ostschweiz,Mensch,2
48,167,Die Ostschweiz,angst,1
28,167,Die Ostschweiz,kind,1
6,168,Deutsches Ärzteblatt,Medizin,2
79,168,Deutsches Ärzteblatt,evidenz,1
18,168,Deutsches Ärzteblatt,infektion,1
20,169,INFOsperber,Impfung,2
10,169,INFOsperber,massnahmen,1
20,170,ZE!TPUNKT,Impfung,2
38,170,ZE!TPUNKT,impf-nebenwirkungen,1
43,171,multipolar,Recht,2
7,171,multipolar,Widerstand,2
82,171,multipolar,rki,1
10,171,multipolar,massnahmen,1
2,172,Sebastian Friebel,Politik,2
65,172,Sebastian Friebel,P(l)andemie,2
112,172,Sebastian Friebel,demokratie,1
47,173,Rubikon,Spital,2
48,173,Rubikon,angst,1
16,174,medinside.ch,Wissenschaft,2
10,174,medinside.ch,massnahmen,1
6,175,Youtube,Medizin,2
17,175,Youtube,pcr-test,1
6,176,bitchute,Medizin,2
28,176,bitchute,kind,1
29,176,bitchute,maske,1
47,177,RT DE,Spital,2
25,177,RT DE,Zahlen,2
33,177,RT DE,manipulation,1
6,178,bitchute,Medizin,2
29,178,bitchute,maske,1
28,178,bitchute,kind,1
13,179,Berner Zeitung,Mensch,2
48,179,Berner Zeitung,angst,1
16,180,Achgut.com,Wissenschaft,2
181,180,Achgut.com,virus-mutation,1
69,180,Achgut.com,immunität,1
26,180,Achgut.com,sterblichkeit,1
43,182,Focus Online,Recht,2
98,182,Focus Online,grundrechte,1
2,183,2020 News,Politik,2
20,183,2020 News,Impfung,2
184,183,2020 News,petition,1
185,183,2020 News,ema,1
89,186,2020 News,Studie,2
16,186,2020 News,Wissenschaft,2
17,186,2020 News,pcr-test,1
13,187,Die Ostschweiz,Mensch,2
48,187,Die Ostschweiz,angst,1
7,188,tagblatt.ch,Widerstand,2
20,188,tagblatt.ch,Impfung,2
189,188,tagblatt.ch,kultur,1
191,190,reitschuster,polizei,1
33,190,reitschuster,manipulation,1
8,190,reitschuster,zensur,1
7,192,RT DE,Widerstand,2
184,192,RT DE,petition,1
43,193,reitschuster,Recht,2
17,193,reitschuster,pcr-test,1
81,194,Rubikon,Wirtschaft,2
17,194,Rubikon,pcr-test,1
16,195,Wochenblick,Wissenschaft,2
29,195,Wochenblick,maske,1
139,196,Beobachter,BAG,2
20,196,Beobachter,Impfung,2
85,196,Beobachter,geld,1
47,197,medinside.ch,Spital,2
25,197,medinside.ch,Zahlen,2
61,198,Jouwatch,Schule,2
29,198,Jouwatch,maske,1
28,198,Jouwatch,kind,1
25,199,Rubikon,Zahlen,2
67,199,Rubikon,who,1
26,199,Rubikon,sterblichkeit,1
33,199,Rubikon,manipulation,1
13,200,bitchute,Mensch,2
26,200,bitchute,sterblichkeit,1
2,201,NZZ,Politik,2
23,201,NZZ,covidiot,1
112,201,NZZ,demokratie,1
6,202,Focus Online,Medizin,2
203,202,Focus Online,beatmung,1
89,204,RT DE,Studie,2
13,204,RT DE,Mensch,2
22,204,RT DE,lockdown,1
9,204,RT DE,kollateralschäden,1
25,205,Die Ostschweiz,Zahlen,2
10,205,Die Ostschweiz,massnahmen,1
139,206,BAG,BAG,2
35,206,BAG,bundesrat,1
10,206,BAG,massnahmen,1
25,207,meinbezirk.at,Zahlen,2
3,207,meinbezirk.at,lockdown2,1
20,208,RT DE,Impfung,2
163,208,RT DE,mit oder an impfung gestorben,1
129,208,RT DE,biontech,1
7,209,Die Ostschweiz,Widerstand,2
23,209,Die Ostschweiz,covidiot,1
43,210,Epoch Times,Recht,2
7,210,Epoch Times,Widerstand,2
50,210,Epoch Times,quarantäne,1
81,211,kenFM,Wirtschaft,2
22,211,kenFM,lockdown,1
25,212,Die Ostschweiz,Zahlen,2
48,212,Die Ostschweiz,angst,1
47,213,INFOsperber,Spital,2
25,213,INFOsperber,Zahlen,2
214,213,INFOsperber,Behörde,2
26,213,INFOsperber,sterblichkeit,1
33,213,INFOsperber,manipulation,1
20,215,reitschuster,Impfung,2
6,215,reitschuster,Medizin,2
47,216,tp - Science & Technology,Spital,2
25,216,tp - Science & Technology,Zahlen,2
33,216,tp - Science & Technology,manipulation,1
43,217,Weltwoche,Recht,2
2,217,Weltwoche,Politik,2
214,217,Weltwoche,Behörde,2
29,217,Weltwoche,maske,1
4,217,Weltwoche,willkür,1
25,218,Telepolis,Zahlen,2
33,218,Telepolis,manipulation,1
139,219,BAG,BAG,2
20,219,BAG,Impfung,2
35,219,BAG,bundesrat,1
85,219,BAG,geld,1
129,219,BAG,biontech,1
2,220,Die Ostschweiz,Politik,2
35,220,Die Ostschweiz,bundesrat,1
10,220,Die Ostschweiz,massnahmen,1
20,221,Wochenblick,Impfung,2
38,221,Wochenblick,impf-nebenwirkungen,1
25,222,Rubikon,Zahlen,2
82,222,Rubikon,rki,1
36,222,Rubikon,welle2,1
33,222,Rubikon,manipulation,1
20,223,RT DE,Impfung,2
163,223,RT DE,mit oder an impfung gestorben,1
16,224,RT DE,Wissenschaft,2
89,224,RT DE,Studie,2
17,224,RT DE,pcr-test,1
6,225,Focus Online,Medizin,2
3,225,Focus Online,lockdown2,1
2,226,Rubikon,Politik,2
48,226,Rubikon,angst,1
112,226,Rubikon,demokratie,1
6,227,infekt.ch,Medizin,2
69,227,infekt.ch,immunität,1
7,228,Epoch Times,Widerstand,2
6,228,Epoch Times,Medizin,2
43,228,Epoch Times,Recht,2
61,228,Epoch Times,Schule,2
28,228,Epoch Times,kind,1
29,228,Epoch Times,maske,1
139,229,Tagesanzeiger,BAG,2
50,229,Tagesanzeiger,quarantäne,1
33,229,Tagesanzeiger,manipulation,1
89,230,reitschuster,Studie,2
25,230,reitschuster,Zahlen,2
203,230,reitschuster,beatmung,1
43,231,NZZ,Recht,2
98,231,NZZ,grundrechte,1
7,232,Wochenblick,Widerstand,2
191,232,Wochenblick,polizei,1
2,233,reitschuster,Politik,2
25,233,reitschuster,Zahlen,2
3,233,reitschuster,lockdown2,1
20,234,Epoch Times,Impfung,2
69,234,Epoch Times,immunität,1
38,234,Epoch Times,impf-nebenwirkungen,1
25,235,Tagesanzeiger,Zahlen,2
116,235,Tagesanzeiger,r-wert,1
2,236,Die Ostschweiz,Politik,2
81,236,Die Ostschweiz,Wirtschaft,2
47,236,Die Ostschweiz,Spital,2
53,236,Die Ostschweiz,taskforce,1
10,236,Die Ostschweiz,massnahmen,1
33,236,Die Ostschweiz,manipulation,1
16,237,Achgut.com,Wissenschaft,2
181,237,Achgut.com,virus-mutation,1
65,238,Sebastian Friebel,P(l)andemie,2
2,238,Sebastian Friebel,Politik,2
112,238,Sebastian Friebel,demokratie,1
47,239,linth24,Spital,2
240,239,linth24,st.gallen,1
6,241,DerStandard,Medizin,2
7,241,DerStandard,Widerstand,2
29,241,DerStandard,maske,1
13,242,Telepolis,Mensch,2
10,242,Telepolis,massnahmen,1
43,243,kenFM,Recht,2
16,244,Vera Lengsfeld,Wissenschaft,2
7,244,Vera Lengsfeld,Widerstand,2
10,244,Vera Lengsfeld,massnahmen,1
89,245,ntv,Studie,2
67,245,ntv,who,1
26,245,ntv,sterblichkeit,1
7,246,multipolar,Widerstand,2
23,246,multipolar,covidiot,1
16,247,NachDenkSeiten,Wissenschaft,2
33,247,NachDenkSeiten,manipulation,1
13,248,NZZ,Mensch,2
112,248,NZZ,demokratie,1
98,248,NZZ,grundrechte,1
89,249,reitschuster,Studie,2
29,249,reitschuster,maske,1
214,250,Weltwoche daily,Behörde,2
10,250,Weltwoche daily,massnahmen,1
53,250,Weltwoche daily,taskforce,1
33,250,Weltwoche daily,manipulation,1
16,251,2020 News,Wissenschaft,2
20,251,2020 News,Impfung,2
184,251,2020 News,petition,1
25,252,RT DE,Zahlen,2
47,252,RT DE,Spital,2
203,252,RT DE,beatmung,1
33,252,RT DE,manipulation,1
6,253,RT DE,Medizin,2
10,253,RT DE,massnahmen,1
25,254,Telepolis,Zahlen,2
10,254,Telepolis,massnahmen,1
16,255,Prof. Harald Walach,Wissenschaft,2
29,255,Prof. Harald Walach,maske,1
48,255,Prof. Harald Walach,angst,1
47,256,Corona Transition,Spital,2
3,256,Corona Transition,lockdown2,1
33,256,Corona Transition,manipulation,1
13,257,kinderzeit,Mensch,2
28,257,kinderzeit,kind,1
29,257,kinderzeit,maske,1
48,258,linth24,angst,1
33,258,linth24,manipulation,1
13,259,NachDenkSeiten,Mensch,2
28,259,NachDenkSeiten,kind,1
16,260,Wochenblick,Wissenschaft,2
17,260,Wochenblick,pcr-test,1
261,260,Wochenblick,massentest,1
33,260,Wochenblick,manipulation,1
25,262,reitschuster,Zahlen,2
26,262,reitschuster,sterblichkeit,1
33,262,reitschuster,manipulation,1
13,263,Rubikon,Mensch,2
48,263,Rubikon,angst,1
6,264,infekt.ch,Medizin,2
69,264,infekt.ch,immunität,1
47,265,RT DE,Spital,2
33,265,RT DE,manipulation,1
7,266,In$ide Paradeplatz,Widerstand,2
112,266,In$ide Paradeplatz,demokratie,1
13,267,odysee,Mensch,2
28,267,odysee,kind,1
9,267,odysee,kollateralschäden,1
6,268,bitchute,Medizin,2
29,268,bitchute,maske,1
7,269,comm4u,Widerstand,2
6,269,comm4u,Medizin,2
48,269,comm4u,angst,1
6,270,infekt.ch,Medizin,2
13,270,infekt.ch,Mensch,2
28,270,infekt.ch,kind,1
65,271,WIR - Wissen ist relevant,P(l)andemie,2
58,271,WIR - Wissen ist relevant,wef,1
272,271,WIR - Wissen ist relevant,event 201,1
2,273,reitschuster,Politik,2
17,273,reitschuster,pcr-test,1
33,273,reitschuster,manipulation,1
139,274,Corona Transition,BAG,2
82,274,Corona Transition,rki,1
17,274,Corona Transition,pcr-test,1
18,274,Corona Transition,infektion,1
20,275,ZE!TPUNKT,Impfung,2
163,275,ZE!TPUNKT,mit oder an impfung gestorben,1
129,275,ZE!TPUNKT,biontech,1
6,276,medinside.ch,Medizin,2
17,276,medinside.ch,pcr-test,1
89,277,ScienceFiles,Studie,2
22,277,ScienceFiles,lockdown,1
7,278,Schweizerisch-Deutsch-Österreichischen Expertengruppe,Widerstand,2
25,278,Schweizerisch-Deutsch-Österreichischen Expertengruppe,Zahlen,2
6,279,bitchute,Medizin,2
29,279,bitchute,maske,1
28,279,bitchute,kind,1
25,280,INFOsperber,Zahlen,2
47,280,INFOsperber,Spital,2
33,280,INFOsperber,manipulation,1
16,281,Wochenblick,Wissenschaft,2
17,281,Wochenblick,pcr-test,1
16,282,2020 News,Wissenschaft,2
17,282,2020 News,pcr-test,1
122,282,2020 News,leopoldina,1
2,283,Wochenblick,Politik,2
10,283,Wochenblick,massnahmen,1
139,284,ZE!TPUNKT,BAG,2
10,284,ZE!TPUNKT,massnahmen,1
33,284,ZE!TPUNKT,manipulation,1
2,285,SWR,Politik,2
10,285,SWR,massnahmen,1
6,286,Schweizer Ärztezeitung,Medizin,2
7,286,Schweizer Ärztezeitung,Widerstand,2
48,286,Schweizer Ärztezeitung,angst,1
13,287,Telepolis,Mensch,2
7,287,Telepolis,Widerstand,2
2,287,Telepolis,Politik,2
288,287,Telepolis,menschenrechte,1
6,289,Jouwatch,Medizin,2
33,289,Jouwatch,manipulation,1
2,290,Bundesrat,Politik,2
20,290,Bundesrat,Impfung,2
35,290,Bundesrat,bundesrat,1
85,290,Bundesrat,geld,1
25,291,Rubikon,Zahlen,2
17,291,Rubikon,pcr-test,1
36,291,Rubikon,welle2,1
7,292,linth24,Widerstand,2
23,292,linth24,covidiot,1
43,293,2020 News,Recht,2
7,293,2020 News,Widerstand,2
6,294,Achgut.com,Medizin,2
295,294,Achgut.com,virus-ursprung,1
20,296,ZDF,Impfung,2
2,296,ZDF,Politik,2
38,296,ZDF,impf-nebenwirkungen,1
26,297,reitschuster,sterblichkeit,1
33,297,reitschuster,manipulation,1
299,298,tagesschau.de,schnelltest,1
43,300,Epoch Times,Recht,2
98,300,Epoch Times,grundrechte,1
16,301,2020 News,Wissenschaft,2
17,301,2020 News,pcr-test,1
43,302,RT DE,Recht,2
17,302,RT DE,pcr-test,1
304,303,NachDenkSeiten,Umfrage,2
8,303,NachDenkSeiten,zensur,1
13,305,Die Ostschweiz,Mensch,2
4,305,Die Ostschweiz,willkür,1
20,306,reitschuster,Impfung,2
13,306,reitschuster,Mensch,2
25,307,INFOsperber,Zahlen,2
26,307,INFOsperber,sterblichkeit,1
20,308,Wochenblick,Impfung,2
129,308,Wochenblick,biontech,1
25,309,Jouwatch,Zahlen,2
6,309,Jouwatch,Medizin,2
26,309,Jouwatch,sterblichkeit,1
13,310,NZZ,Mensch,2
10,310,NZZ,massnahmen,1
7,311,linth24,Widerstand,2
10,311,linth24,massnahmen,1
43,312,INFOsperber,Recht,2
17,312,INFOsperber,pcr-test,1
6,313,Deutsches Ärzteblatt,Medizin,2
261,313,Deutsches Ärzteblatt,massentest,1
20,314,RT DE,Impfung,2
81,314,RT DE,Wirtschaft,2
85,314,RT DE,geld,1
129,314,RT DE,biontech,1
6,315,NZZ,Medizin,2
29,315,NZZ,maske,1
2,316,Die Ostschweiz,Politik,2
35,316,Die Ostschweiz,bundesrat,1
79,316,Die Ostschweiz,evidenz,1
10,316,Die Ostschweiz,massnahmen,1
13,317,SRF,Mensch,2
48,317,SRF,angst,1
26,317,SRF,sterblichkeit,1
139,318,BAG,BAG,2
35,318,BAG,bundesrat,1
10,318,BAG,massnahmen,1
2,319,NachDenkSeiten,Politik,2
10,319,NachDenkSeiten,massnahmen,1
28,319,NachDenkSeiten,kind,1
16,320,RT DE,Wissenschaft,2
7,320,RT DE,Widerstand,2
17,320,RT DE,pcr-test,1
16,321,2020 News,Wissenschaft,2
3,321,2020 News,lockdown2,1
122,321,2020 News,leopoldina,1
61,322,Telepolis,Schule,2
28,322,Telepolis,kind,1
29,322,Telepolis,maske,1
16,323,WHO,Wissenschaft,2
67,323,WHO,who,1
69,323,WHO,immunität,1
7,324,NachDenkSeiten,Widerstand,2
6,324,NachDenkSeiten,Medizin,2
4,324,NachDenkSeiten,willkür,1
6,325,KenFM,Medizin,2
17,325,KenFM,pcr-test,1
43,326,substack.com,Recht,2
2,326,substack.com,Politik,2
10,326,substack.com,massnahmen,1
33,326,substack.com,manipulation,1
89,327,In$ide Paradeplatz,Studie,2
139,327,In$ide Paradeplatz,BAG,2
67,327,In$ide Paradeplatz,who,1
26,327,In$ide Paradeplatz,sterblichkeit,1
43,328,Wochenblick,Recht,2
20,328,Wochenblick,Impfung,2
261,328,Wochenblick,massentest,1
6,329,medinside.ch,Medizin,2
10,329,medinside.ch,massnahmen,1
16,330,Pharmazeutische Zeitung,Wissenschaft,2
20,330,Pharmazeutische Zeitung,Impfung,2
38,330,Pharmazeutische Zeitung,impf-nebenwirkungen,1
89,331,SRF,Studie,2
29,331,SRF,maske,1
28,331,SRF,kind,1
2,332,multipolar,Politik,2
25,332,multipolar,Zahlen,2
10,332,multipolar,massnahmen,1
33,332,multipolar,manipulation,1
13,333,SRF,Mensch,2
28,333,SRF,kind,1
9,333,SRF,kollateralschäden,1
6,334,tagblatt.ch,Medizin,2
36,334,tagblatt.ch,welle2,1
16,335,Wochenblick,Wissenschaft,2
17,335,Wochenblick,pcr-test,1
36,335,Wochenblick,welle2,1
33,335,Wochenblick,manipulation,1
139,336,Die Ostschweiz,BAG,2
17,336,Die Ostschweiz,pcr-test,1
47,337,Die Ostschweiz,Spital,2
10,337,Die Ostschweiz,massnahmen,1
89,338,2020 News,Studie,2
61,338,2020 News,Schule,2
28,338,2020 News,kind,1
29,338,2020 News,maske,1
7,339,Die Ostschweiz,Widerstand,2
48,339,Die Ostschweiz,angst,1
6,340,bitchute,Medizin,2
28,340,bitchute,kind,1
29,340,bitchute,maske,1
7,341,linth24,Widerstand,2
23,341,linth24,covidiot,1
13,342,Die Ostschweiz,Mensch,2
2,342,Die Ostschweiz,Politik,2
48,342,Die Ostschweiz,angst,1
