"id","title","value","link","group"
"71","Menstruationsstörungen nach Corona-Impfung: Sogar Mainstream muss berichten","1","https://www.wochenblick.at/menstruationsstoerungen-nach-corona-impfung-sogar-mainstream-muss-berichten/","Wochenblick"
"72","Spaniens Verfassungsgericht erklärt ersten Lockdown samt Ausgangssperre für illegal","1","https://tkp.at/2021/07/18/spaniens-verfassungsgericht-erklaert-ersten-lockdown-samt-ausgangssperre-fuer-illegal/","tp - Science & Technology"
"73","lockdown1","1","","lockdown1"
"74","CDC-Mitarbeiter raten von Auffrischungsimpfungen ab: Für eine Empfehlung würden Beweise fehlen","1","https://corona-transition.org/cdc-mitarbeiter-raten-von-auffrischungsimpfungen-ab-fur-eine-empfehlung-wurden","Corona Transition"
"75","auffrischungsimpfung","3","","auffrischungsimpfung"
"76","Covid: «Die Impf-Kampagne ist ein globaler Feldversuch»","1","https://www.medinside.ch/de/post/covid-die-impfkampagne-ist-ein-globalen-feldversuch","medinside.ch"
"77","Das COVID-Reich der Zensur: Jede wissenschaftliche Diskussion wird verweigert","1","https://sciencefiles.org/2021/07/02/das-covid-reich-der-zensur-jede-wissenschaftliche-diskussion-wird-verweigert/","ScienceFiles"
"78","zensur","5","","zensur"
"79","Immer mehr Menschen, die SARS-CoV-2 NICHT infizieren kann [Neue Studie]","1","https://sciencefiles.org/2021/07/02/immer-mehr-menschen-die-sars-cov-2-nicht-infizieren-kann-neue-studie/","ScienceFiles"
"80","Geimpfter durch Geimpften angesteckt, der sich bei Geimpftem infizierte","1","https://www.wochenblick.at/geimpfter-durch-geimpften-angesteckt-der-sich-bei-geimpftem-infizierte/","Wochenblick"
"81","Absichtlich falsch verstanden","1","https://verfassungsfreunde.ch/Absichtlich-falsch-verstanden","Verfassungsfreunde"
"82","Langsam wird es kriminell: Neue Indizien, dass Nebenwirkungen von COVID-19 Impfstoffen unterschlagen werden","1","https://sciencefiles.org/2021/07/01/langsam-wird-es-kriminell-neue-indizien-dass-nebenwirkungen-von-covid-19-impfstoffen-unterschlagen-werden/","ScienceFiles"
"83","Mitläufer? Nazi-Sympathisanten? Wo denn?","1","https://www.dieostschweiz.ch/artikel/mitlaeufer-nazi-sympathisanten-wo-denn-jxja1bl","Die Ostschweiz"
"84","Virus-Gewinnler: Pfizer/Biontech Knebelvertrag für Comirnaty geleaked – Sie bezahlen ALLES","1","https://sciencefiles.org/2021/07/27/virus-gewinnler-pfizer-biontech-knebelvertrag-fur-comirnaty-geleaked-sie-bezahlen-alles/","ScienceFiles"
"85","geld","5","","geld"
"86","biontech","13","","biontech"
"87","Was hat uns der Lockdown gebracht?","1","https://www.medinside.ch/de/post/was-hat-uns-der-lockdown-gebracht","medinside.ch"
"88","r-wert","1","","r-wert"
"89","Die Corona-Impfung als Kommunion","1","https://www.achgut.com/artikel/die_spritze_als_kommunion","Achgut.com"
"90","Die Covid-19-Impfungen: Desinformation und Skrupellosigkeit ins Extrem getrieben","1","https://www.aargau-zuerich.ch/post/covid-19-impfungen","aargau-zuerich.ch"
"91","Neue Beweise, darunter eine eidesstattliche Erklärung von Prof. Luc A. Montagnier","1","https://www.informationspunkt.ch/post/neue-beweise-darunter-eine-eidesstattliche-erkl%C3%A4rung-von-prof-luc-a-montagnier","Informationspunkt.ch"
"92","nürnberger kodex","1","","nürnberger kodex"
"93","Rote-Hand-Briefe für Covid-«Impfstoffe»","1","https://corona-transition.org/rote-hand-briefe-fur-covid-impfstoffe","Corona Transition"
"94","Zensur: YouTube löscht Bonellis Video mit fast 6.000 Kommentaren über Impfschäden","1","https://report24.news/zensur-youtube-loescht-bonellis-video-mit-fast-6-000-kommentaren-ueber-impfschaeden/","Report24"
"95","Fälle schwerer Nebenwirkungen bei der Impfung von Jugendlichen und Kindern","1","https://tkp.at/2021/07/03/faelle-schwerer-nebenwirkungen-bei-der-impfung-von-jugendlichen-und-kindern/","tp - Science & Technology"
"96","Widerstand an Schweizer Schulen: Schulleiter-Chef will keine Massentests bei Kindern","1","https://report24.news/widerstand-an-schweizer-schulen-schulleiter-chef-will-keine-massentests-bei-kindern/","Report24"
"97","Schule","4","","Schule"
"98","Kinder entwickeln langfristige Immunität gegen COVID-19","1","https://www.klinikum.uni-heidelberg.de/newsroom/kinder-entwickeln-langfristige-immunitaet-gegen-covid-19/","Universitätsklinika in Freiburg, Heidelberg, Tübingen und Ulm"
"99","Schweizer Polizisten fordern verhältnismäßige Corona-Maßnahmen","1","https://www.epochtimes.de/politik/ausland/schweizer-polizisten-fordern-verhaeltnismaessige-corona-massnahmen-a3574063.html","Epoch Times"
"100","polizei","3","","polizei"
"101","Israel rätselt über ungewöhnliche Virus-Ausbrüche","1","https://www.berliner-zeitung.de/news/israel-raetselt-ueber-ungewoehnliche-virus-ausbrueche-li.169246","Berliner Zeitung"
"102","Der Entscheid ist gefallen: Die Verfassungsfreunde bleiben eine Bewegung und werden keine Partei","1","https://corona-transition.org/der-entscheid-ist-gefallen-die-verfassungsfreunde-bleiben-eine-bewegung-und","Corona Transition"
"103","Magazin zieht Artikel über Vergleich der Todesfälle durch Impfung und Covid zurück","1","https://tkp.at/2021/07/03/magazin-zieht-artikel-ueber-vergleich-der-todesfaelle-durch-impfung-und-covid-zurueck/","tp - Science & Technology"
"104","Wo sind die Autopsien? Verantwortungslose Polit-Darsteller verhindern Klarheit über COVID-19 Impfstoffe","1","https://sciencefiles.org/2021/08/16/wo-sind-die-autopsien-verantwortungslose-polit-darsteller-verhindern-klarheit-uber-covid-19-impfstoffe/","ScienceFiles"
"105","Corona - Sterblichkeit geringer als im im Grippe-Jahr 2015","1","https://www.nzz.ch/amp/meinung/die-sterblichkeit-im-letzten-jahr-war-geringer-als-im-jahr-2015-ld.1633956","NZZ"
"106","Grünes Licht für breite Impfpflicht: US-Vollzulassung für Pfizer-Vakzin","1","https://www.wochenblick.at/gruenes-licht-fuer-breite-impfpflicht-us-vollzulassung-fuer-pfizer-vakzin/","Wochenblick"
"107","impfung","1","","impfung"
"108","57 Top-Wissenschaftler fordern den sofortigen Stopp von Massenimpfungen","1","https://corona-transition.org/57-top-wissenschaftler-fordern-den-sofortigen-stopp-von-massenimpfungen","Corona Transition"
"109","impf-stopp","2","","impf-stopp"
"110","„Kein Impfstoff, dessen Nutzen das Risiko überwiegt“ – WHO-Experte kritisiert Covid-Impfung ab zwölf","1","https://www.epochtimes.de/gesundheit/kein-impfstoff-dessen-nutzen-das-risiko-ueberwiegt-who-experte-kritisiert-covid-impfung-ab-12-a3570064.html","Epoch Times"
"111","who","6","","who"
"112","EMA weist potenzielle Verbindung zwischen Herzentzündung und mRNA-basierten Corona-Impfstoffen nach","1","https://de.rt.com/europa/120492-ema-weist-potenzielle-verbindung-zwischen/","RT DE"
"113","herzmuskelentzündung","4","","herzmuskelentzündung"
"114","ema","3","","ema"
"115","Verdachtsmeldungen unerwünschter Wirkungen der Covid-19 Impfungen in der Schweiz – Update","1","https://www.swissmedic.ch/swissmedic/de/home/news/coronavirus-covid-19/covid-19-vaccines-safety-update-4.html","Swissmedic"
"116","Das gibt Hoffnung: „Grüner Pass“ in ganz Spanien gekippt","1","https://report24.news/das-gibt-hoffnung-gruener-pass-in-ganz-spanien-gekippt/","Report24"
"117","Resistente Keime durch Antibiotika und Immunflucht von Corona-Varianten durch Impfung","1","https://tkp.at/2021/07/26/resistente-keime-durch-antibiotika-und-immunflucht-von-corona-varianten-durch-impfung/","tp - Science & Technology"
"118","infektion","15","","infektion"
"119","STIKO-Chef gibt keine Empfehlung für Auffrischungsimpfungen","1","https://report24.news/stiko-chef-gibt-keine-empfehlung-zu-auffrischungsimpfungen/","Report24"
"120","stiko","7","","stiko"
"121","Oskar Lafontaine: „Kinder zu impfen, ist verantwortungslos“","1","https://reitschuster.de/post/oskar-lafontaine-kinder-zu-impfen-ist-verantwortungslos/","reitschuster"
"122","Unterschätzen Zulassungsstudien für Impfstoffe die Nebenwirkungen?","1","https://tkp.at/2021/07/20/unterschaetzen-zulassungsstudien-fuer-impfstoffe-die-nebenwirkungen/","tp - Science & Technology"
"123","impf-nebenwirkugen","1","","impf-nebenwirkugen"
"124","Auf der ganzen Welt explodiert die Zahl von Todesfällen nach Impfkampagnen","1","https://corona-transition.org/auf-der-ganzen-welt-explodiert-die-zahl-von-todesfallen-nach-impfkampagnen","Corona Transition"
"125","Britische Daten zeigen: Delta Variante mindestens 10-fach weniger gefährlich als frühere Varianten","1","https://tkp.at/2021/07/10/britische-daten-zeigen-delta-variante-mindestens-10-fach-weniger-gefaehrlich-als-fruehere-varianten/","tp - Science & Technology"
"126","Italien: Medizinisches Personal reicht Sammelklage gegen Corona-Impfpflicht ein","1","https://www.epochtimes.de/politik/ausland/italien-medizinisches-personal-reicht-sammelklage-gegen-corona-impfpflicht-ein-a3549272.html","Epoch Times"
"127","Verbrechen gegen die Menschheit","1","https://www.dieostschweiz.ch/artikel/verbrechen-gegen-die-menschheit-mmxRkrP","Die Ostschweiz"
"128","„Tödliche Pandemie“: Auch in Indien viel weniger Covid-Tote als angenommen","1","https://report24.news/toedliche-pandemie-auch-in-indien-viel-weniger-covid-tote-als-angenommen/","Report24"
"129","Immer mehr junge Impftote: 20-jährige Aktivistin aus Michigan stirbt nach Zweitdosis","1","https://report24.news/immer-mehr-junge-impftote-20-jaehrige-aktivistin-in-michigan-stirbt-nach-zweitdosis/","Report24"
"130","Der Wissenschaftler Prof. Stefan Hockertz hat Deutschland verlassen","1","https://corona-transition.org/der-wissenschaftler-prof-stefan-hockertz-hat-deutschland-verlassen","Corona Transition"
"131","willkür","3","","willkür"
"132","UK: Statistik verfälscht, 56% der Covid-Hospitalisierten keine Covid-Erkrankten","1","https://report24.news/uk-statistik-verfaelscht-56-der-covid-hospitalisierten-keine-covid-erkrankten/","Report24"
"133","EMA prüft weitere Nebenwirkungen der mRNA-Vakzine: Nierenschäden, Hautreaktionen","1","https://report24.news/ema-prueft-weitere-nebenwirkungen-der-mrna-vakzine-nierenschaeden-hautreaktionen/","Report24"
"134","COVID-19 heilt Krebs und Kreislauferkrankungen? Merkwürdigkeiten der Todesursachenstatistik","1","https://sciencefiles.org/2021/07/09/covid-19-heilt-krebs-und-kreislauferkrankungen-merkwurdigkeiten-der-todesursachenstatistik/","ScienceFiles"
"135","Eine «neue Normalität» à la Berset dürfen wir nicht zulassen","1","https://www.dieostschweiz.ch/artikel/eine-neue-normalitaet-a-la-berset-duerfen-wir-nicht-zulassen-kY4NblX","Die Ostschweiz"
"136","bundesrat","6","","bundesrat"
"137","Experten fordern Aussöhnung in Corona-Debatte","1","https://www.berliner-zeitung.de/news/experten-fordern-aussoehnung-in-corona-debatte-li.169772","Berliner Zeitung"
"138","Die Nagelprobe","1","https://www.rubikon.news/artikel/die-nagelprobe-3","Rubikon"
"139","«Wollen wir leben oder einfach nur überleben?»","1","https://www.medinside.ch/de/post/wollen-wir-leben-oder-einfach-nur-ueberleben","medinside.ch"
"140","Bitte weniger Polemik, dafür mehr Fakten – auf allen Seiten","1","https://www.dieostschweiz.ch/artikel/bitte-weniger-polemik-dafuer-mehr-fakten-auf-allen-seiten-QQdowAM","Die Ostschweiz"
"141","BAG","7","","BAG"
"142","Wegen schwerer Nebenwirkungen: Norwegen zahlt Entschädigung für Impfgeschädigte von AstraZeneca","1","https://de.rt.com/europa/120159-wegen-schwerer-nebenwirkungen-norwegen-zahlt-entschaedigung-fuer-impfgeschaedigte-von-astrazeneca/","RT DE"
"143","astrazeneca","5","","astrazeneca"
"144","Warum mRNA-Impfstoffe schwere Nebenwirkungen verursachen","1","https://tkp.at/2021/08/14/warum-mrna-impfstoffe-schwere-nebenwirkungen-verursachen/","tp - Science & Technology"
"145","„Es geht nicht darum, die Menschen zu heilen.“ - Die Perspektive einer ehemaligen Pharmareferentin.","1","","Filmgeschichten.com"
"146","Das Virus und die Solidarität","1","https://www.dieostschweiz.ch/artikel/das-virus-und-die-solidaritaet-QQd9xMo","Die Ostschweiz"
"147","grundrechte","3","","grundrechte"
"148","Das Phänomen Lauterbach: Der als Politiker getarnte Hysteriker","1","https://www.dieostschweiz.ch/artikel/das-phaenomen-lauterbach-der-als-politiker-getarnte-hysteriker-qGyRYJP","Die Ostschweiz"
"149","Schweizer Polizei: ""Einschränkung der Grundrechte widerspricht dem höchsten Gut einer Demokratie""","1","https://de.rt.com/europa/122081-schweizer-polizei-einschraenkung-der-grundrechte-widerspricht-demokratie/","RT DE"
"150","Der heraufziehende Sturm","1","https://www.rubikon.news/artikel/der-heraufziehende-sturm","Rubikon"
"151","Spanien: Verfassungsgericht erklärt Lockdown für verfassungswidrig","1","https://reitschuster.de/post/spanien-verfassungsgericht-erklaert-lockdown-fuer-verfassungswidrig/","reitschuster"
"152","Raphael Bonelli fragt nach Todesfällen ""mit"" Impfung: Masse der Rückmeldungen schockiert","1","https://report24.news/raphael-bonelli-fragt-nach-todesfaellen-mit-impfung-masse-der-rueckmeldungen-schockiert/","Report24"
"153","Israelischer Premierminister: Meist gefährdete Gruppe sind zweifach Geimpfte","1","https://report24.news/israelischer-premierminister-meist-gefaehrdete-gruppe-sind-zweifach-geimpfte/","Report24"
"154","Einstürzende Narrative: Erstmals mehr geimpfte Infizierte als ungeimpfte Infizierte im Vereinigten Königreich","1","https://sciencefiles.org/2021/07/18/einsturzende-narrative-erstmals-mehr-geimpfte-infizierte-als-ungeimpfte-infizierte-im-vereinigten-konigreich/","ScienceFiles"
"155","Tamedia entfesselt grenzenlosen Hass gegen Ungeimpfte","1","https://verfassungsfreunde.ch/Tamedia-entfesselt-grenzenlosen-Hass-gegen-Ungeimpfte-4706","Verfassungsfreunde"
"156","Kritik an Impfung für Kinder: LinkedIn löscht Konto von mRNA-Technologie Erfinder Dr. Robert Malone","1","https://www.epochtimes.de/politik/ausland/kritik-an-impfung-fuer-kinder-linkedin-loescht-konto-von-mrna-technologie-erfinder-dr-robert-malone-a3549217.html","Epoch Times"
"157","Vergleich von Delta und Alpha: Angstmacherei ist unbegründet","1","https://www.infosperber.ch/gesundheit/vergleich-von-delta-und-alpha-angstmacherei-ist-unbegruendet/","INFOsperber"
"158","Israelis demonstrieren gegen dritte Impfung: „Wir sind keine Laborratten!“","1","https://report24.news/israelis-demonstrieren-gegen-dritte-impfung-wir-sind-keine-laborratten/","Report24"
"159","CDC-Studie Angst ist der zweitwichtigste Risikofaktor für Covid Todesfälle","1","https://tkp.at/2021/07/06/cdc-studie-angst-ist-der-zweitwichtigste-risikofaktor-fuer-covid-todesfaelle/","tp - Science & Technology"
"160","Natürliche Immunität: Wie das Immunsystem die Pandemie schon lange beendet hat","1","https://report24.news/natuerliche-immunitaet-wie-das-immunsystem-die-pandemie-bereits-beendet-hat/","Report24"
"161","Zusammenhang Impfungen und Fälle: je weniger Impfungen desto weniger Fälle – je mehr Impfungen desto mehr Fälle","1","https://tkp.at/2021/07/18/zusammenhang-impfungen-und-faelle-je-weniger-impfungen-desto-weniger-faelle-je-mehr-impfungen-desto-mehr-faelle/","tp - Science & Technology"
"162","mRNA-Technologie-Erfinder Robert Malone: „Wir steuern auf das Worst-Case-Szenario zu“","1","https://www.epochtimes.de/politik/deutschland/mrna-technologie-erfinder-robert-malone-wir-steuern-auf-das-worst-case-szenario-zu-a3570000.html","Epoch Times"
"163","ade","3","","ade"
"164","Spanien: Oberstes Verfassungsgericht hat bereits eine weitere Beschwerde auf dem Tisch","1","https://corona-transition.org/spanien-oberstes-verfassungsgericht-hat-bereits-eine-weitere-beschwerde-auf-dem","Corona Transition"
"165","lockdown2","1","","lockdown2"
"166","Ein Donner-Tag für die direkte Demokratie","1","https://corona-transition.org/ein-donner-tag-fur-die-direkte-demokratie","Corona Transition"
"167","covid-19-gesetz","4","","covid-19-gesetz"
"168","demokratie","5","","demokratie"
"169","Ist die Mehrheit der deutschen Bevölkerung bereits gegen Corona immun?","1","https://reitschuster.de/post/ist-die-mehrheit-der-deutschen-bevoelkerung-bereits-gegen-corona-immun/","reitschuster"
"170","Vernachlässigung, Gewalt, Missbrauch – das Kinderleid im Corona-Jahr","1","https://www.welt.de/politik/deutschland/article232648389/Vernachlaessigung-Gewalt-Missbrauch-das-Kinderleid-im-Corona-Jahr.html","Die Welt"
"171","Neue Astrazeneca-Nebenwirkung: Nach Todesfall Vakzin-Verbot für diese Personen","1","https://www.fr.de/panorama/astrazeneca-nebenwirkung-todesfall-pei-cls-corona-impfung-impfstoff-kapillarlecksyndrom-menschen-deutschland-zr-90823942.html","Frankfurter Rundschau"
"172","UK: Impfempfehlung für ""Kinder mit Lernschwäche"" macht nachdenklich","1","https://report24.news/uk-impfempfehlung-fuer-kinder-mit-lernschwaeche-macht-nachdenklich/","Report24"
"173","Impf-Wunder oder Impf-Betrug? Merkwürdigkeiten der WHO-Datenbank","1","https://sciencefiles.org/2021/08/25/impf-wunder-oder-impf-betrug-merkwurdigkeiten-der-who-datenbank/","ScienceFiles"
"174","«Die Regierung kann uns nicht mehr einfach kriminalisieren und einsperren»","1","https://corona-transition.org/die-regierung-kann-uns-nicht-mehr-einfach-kriminalisieren-und-einsperren","Corona Transition"
"175","Corona-Impfung: Veränderungen des weiblichen Zyklus","1","https://de.rt.com/international/122763-corona-impfung-veraenderungen-des-weiblichen-zyklus/","RT DE"
"176","8.343 Todesfälle und zumiest innere Blutungen : Nebenwirkungen der COVID-19-Impfstoffe [7. Juli 2021]","1","https://sciencefiles.org/2021/07/07/8-343-todesfalle-und-zumeist-innere-blutungen-nebenwirkungen-der-covid-19-impfstoffe-7-juli-2021/","ScienceFiles"
"177","Hatte Moderna schon im Dezember 2019 einen Impfstoff-Kandidaten gegen SARS-CoV-2?","1","https://sciencefiles.org/2021/07/10/hatte-moderna-schon-im-dezember-2019-einen-impfstoff-kandidaten-gegen-sars-cov-2/","ScienceFiles"
"178","„Das hätte uns jeden Lockdown erspart“: Ex-STIKO-Chef rechnet mit Corona-Politik ab","1","https://www.epochtimes.de/gesundheit/ratgeber/das-haette-uns-jeden-lockdown-erspart-ex-stiko-chef-rechnet-mit-corona-politik-ab-a3549114.html","Epoch Times"
"179","therapeutikum","4","","therapeutikum"
"180","Voreilige Schlüsse: Nie bewiesen, dass nur 152 Portugiesen an Cov-19 starben","1","https://report24.news/voreilige-schluesse-nie-bewiesen-dass-in-portugal-nur-152-menschen-an-cov-19-starben/","Report24"
"181","USA erteilen dritter Impfung Absage","1","https://www.n-tv.de/panorama/USA-erteilen-dritter-Impfung-Absage-article22678595.html","ntv"
"182","Studie: Corona Impfung von Schwangeren führt zu hohem Prozentsatz von Fehlgeburten","1","https://tkp.at/2021/07/05/studie-corona-impfung-von-schwangeren-fuehrt-zu-hohem-prozentsatz-von-fehlgeburten/","tp - Science & Technology"
"183","Herzmuskelentzündungen nach Impfung haben sich seit Juni vervierfacht. Pfizer und Moderna warnen die Schweizer Ärzte in einem persönlichen Brief","1","https://corona-transition.org/herzmuskelentzundungen-nach-impfung-haben-sich-seit-juni-vervierfacht-pfizer","Corona Transition"
"184","Anwältin: Ohne umfassende Aufklärung haftet Arzt bei Impf-Schaden","1","https://www.wochenblick.at/anwaeltin-ohne-umfassende-aufklaerung-haftet-arzt-bei-impf-schaden/","Wochenblick"
"185","Oxford-Studie befeuert Virus-Verdacht: Geimpfte wohl doch so ansteckend wie Ungeimpfte","1","https://www.focus.de/gesundheit/news/wieder-ist-delta-schuld-oxford-studie-befeuert-virus-verdacht-geimpfte-sind-scheinbar-so-ansteckend-wie-ungeimpfte_id_17480870.html","Focus Online"
"186","Australier im Galopp für die Freiheit: ""Sie können uns nicht alle verhaften!""","1","https://www.wochenblick.at/australier-im-galopp-fuer-die-freiheit-sie-koennen-uns-nicht-alle-verhaften/","Wochenblick"
