from,to,title,group,value
3,140,Corona Transition,2021,2
2,141,2020 News,DE,2
3,141,2020 News,2021,2
2,142,Focus Online,DE,2
11,142,Focus Online,2020,2
6,143,Wochenblick,AT,2
3,143,Wochenblick,2021,2
6,144,Wochenblick,AT,2
3,144,Wochenblick,2021,2
2,145,Universität Duisburg-Essen,DE,2
3,145,Universität Duisburg-Essen,2021,2
2,146,Telepolis,DE,2
3,146,Telepolis,2021,2
13,147,tp - Science & Technology,US,2
3,147,tp - Science & Technology,2021,2
76,148,substack.com,COM,2
11,148,substack.com,2020,2
2,149,ScienceFiles,DE,2
3,149,ScienceFiles,2021,2
2,150,Wochenblick,DE,2
3,150,Wochenblick,2021,2
21,151,Corona Transition,CH,2
3,151,Corona Transition,2021,2
6,152,Wochenblick,AT,2
3,152,Wochenblick,2021,2
2,153,Telepolis,DE,2
11,153,Telepolis,2020,2
21,154,linth24,CH,2
3,154,linth24,2021,2
156,155,Demokratischer Widerstand,CN,2
11,155,Demokratischer Widerstand,2020,2
2,157,corona-blog.net,DE,2
3,157,corona-blog.net,2021,2
13,158,Report24,US,2
3,158,Report24,2021,2
2,159,RT DE,DE,2
3,159,RT DE,2021,2
2,160,Achgut.com,DE,2
3,160,Achgut.com,2021,2
21,161,In$ide Paradeplatz,CH,2
3,161,In$ide Paradeplatz,2021,2
21,162,Die Ostschweiz,CH,2
3,162,Die Ostschweiz,2021,2
62,163,tp - Science & Technology,IL,2
3,163,tp - Science & Technology,2021,2
2,164,reitschuster,DE,2
11,164,reitschuster,2020,2
21,165,Timeline,CH,2
3,165,Timeline,2021,2
2,166,Tichys Einblick,DE,2
3,166,Tichys Einblick,2021,2
62,167,tp - Science & Technology,IL,2
3,167,tp - Science & Technology,2021,2
21,168,NZZ,CH,2
3,168,NZZ,2021,2
13,169,NZZ,US,2
3,169,NZZ,2021,2
2,170,Epoch Times,DE,2
3,170,Epoch Times,2021,2
2,171,Telepolis,DE,2
11,171,Telepolis,2020,2
2,172,2020 News,DE,2
3,172,2020 News,2021,2
2,173,Die Welt,DE,2
11,173,Die Welt,2020,2
2,174,ScienceFiles,DE,2
3,174,ScienceFiles,2021,2
13,175,Report24,US,2
3,175,Report24,2021,2
60,176,tp - Science & Technology,UK,2
3,176,tp - Science & Technology,2021,2
21,177,Die Ostschweiz,CH,2
11,177,Die Ostschweiz,2020,2
6,178,Wochenblick,AT,2
3,178,Wochenblick,2021,2
2,179,NetzwerkKRiStA,DE,2
3,179,NetzwerkKRiStA,2021,2
13,180,Report24,US,2
3,180,Report24,2021,2
13,181,tp - Science & Technology,US,2
3,181,tp - Science & Technology,2021,2
6,182,Wochenblick,AT,2
3,182,Wochenblick,2021,2
2,183,Achgut.com,DE,2
3,183,Achgut.com,2021,2
21,184,NZZ,CH,2
3,184,NZZ,2021,2
2,185,Die Welt,DE,2
3,185,Die Welt,2021,2
21,186,Tagesanzeiger,CH,2
11,186,Tagesanzeiger,2020,2
21,187,Die Ostschweiz,CH,2
11,187,Die Ostschweiz,2020,2
21,188,In$ide Paradeplatz,CH,2
3,188,In$ide Paradeplatz,2021,2
21,189,Die Ostschweiz,CH,2
11,189,Die Ostschweiz,2020,2
191,190,Report24,IT,2
3,190,Report24,2021,2
21,192,ZE!TPUNKT,CH,2
11,192,ZE!TPUNKT,2020,2
6,193,Report24,AT,2
3,193,Report24,2021,2
21,194,Die Ostschweiz,CH,2
3,194,Die Ostschweiz,2021,2
2,195,RT DE,DE,2
3,195,RT DE,2021,2
2,196,Berliner Zeitung,DE,2
3,196,Berliner Zeitung,2021,2
2,197,Epoch Times,DE,2
3,197,Epoch Times,2021,2
21,198,Corona Transition,CH,2
3,198,Corona Transition,2021,2
2,199,Epoch Times,DE,2
3,199,Epoch Times,2021,2
2,200,ScienceFiles,DE,2
3,200,ScienceFiles,2021,2
2,201,ARD,DE,2
11,201,ARD,2020,2
2,202,reitschuster,DE,2
3,202,reitschuster,2021,2
2,203,Epoch Times,DE,2
3,203,Epoch Times,2021,2
2,204,Epoch Times,DE,2
3,204,Epoch Times,2021,2
6,205,tp - Science & Technology,AT,2
3,205,tp - Science & Technology,2021,2
21,206,Corona Transition,CH,2
3,206,Corona Transition,2021,2
2,207,Epoch Times,DE,2
3,207,Epoch Times,2021,2
2,208,Report24,DE,2
3,208,Report24,2021,2
2,209,multipolar,DE,2
3,209,multipolar,2021,2
21,210,Aletheia,CH,2
3,210,Aletheia,2021,2
6,211,Wochenblick,AT,2
3,211,Wochenblick,2021,2
21,212,linth24,CH,2
3,212,linth24,2021,2
101,213,Unser Mitteleuropa,EU,2
3,213,Unser Mitteleuropa,2021,2
11,214,EbM Netzwerk,2020,2
2,215,RT DE,DE,2
3,215,RT DE,2021,2
21,216,Corona Transition,CH,2
3,216,Corona Transition,2021,2
2,217,NDR,DE,2
3,217,NDR,2021,2
21,218,INFOsperber,CH,2
3,218,INFOsperber,2021,2
2,219,reitschuster,DE,2
11,219,reitschuster,2020,2
13,220,Swiss Policy Research,US,2
3,220,Swiss Policy Research,2021,2
62,221,Wochenblick,IL,2
3,221,Wochenblick,2021,2
2,222,ScienceFiles,DE,2
3,222,ScienceFiles,2021,2
2,223,Achgut.com,DE,2
3,223,Achgut.com,2021,2
225,224,tp - Science & Technology,FI,2
3,224,tp - Science & Technology,2021,2
21,226,Die Ostschweiz,CH,2
3,226,Die Ostschweiz,2021,2
2,227,Achgut.com,DE,2
11,227,Achgut.com,2020,2
6,228,Wochenblick,AT,2
3,228,Wochenblick,2021,2
21,229,NZZ,CH,2
11,229,NZZ,2020,2
11,230,Langemann Medien,2020,2
21,231,Uncut-News,CH,2
3,231,Uncut-News,2021,2
6,232,Wochenblick,AT,2
11,232,Wochenblick,2020,2
21,233,SRF,CH,2
3,233,SRF,2021,2
21,234,ZE!TPUNKT,CH,2
11,234,ZE!TPUNKT,2020,2
2,235,Nordkurier,DE,2
3,235,Nordkurier,2021,2
130,236,Swiss Policy Research,ORG,2
3,236,Swiss Policy Research,2021,2
6,237,Wochenblick,AT,2
3,237,Wochenblick,2021,2
6,238,Wochenblick,AT,2
3,238,Wochenblick,2021,2
21,239,Corona Transition,CH,2
3,239,Corona Transition,2021,2
21,240,Corona Transition,CH,2
3,240,Corona Transition,2021,2
6,241,tp - Science & Technology,AT,2
3,241,tp - Science & Technology,2021,2
2,242,Die Welt,DE,2
3,242,Die Welt,2021,2
2,243,ScienceFiles,DE,2
11,243,ScienceFiles,2020,2
2,244,Die Welt,DE,2
11,244,Die Welt,2020,2
2,245,RT DE,DE,2
11,245,RT DE,2020,2
2,246,RT DE,DE,2
3,246,RT DE,2021,2
21,247,ZE!TPUNKT,CH,2
3,247,ZE!TPUNKT,2021,2
21,248,SRF,CH,2
11,248,SRF,2020,2
250,249,tp - Science & Technology,ES,2
3,249,tp - Science & Technology,2021,2
21,251,Swissmedic,CH,2
3,251,Swissmedic,2021,2
2,252,Deutsches Ärzteblatt,DE,2
11,252,Deutsches Ärzteblatt,2020,2
84,253,Tichys Einblick,SE,2
3,253,Tichys Einblick,2021,2
21,254,Corona Transition,CH,2
3,254,Corona Transition,2021,2
130,255,ArcGIS,ORG,2
11,255,ArcGIS,2020,2
2,256,mdr,DE,2
3,256,mdr,2021,2
21,257,linth24,CH,2
3,257,linth24,2021,2
2,258,reitschuster,DE,2
3,258,reitschuster,2021,2
2,259,Epoch Times,DE,2
11,259,Epoch Times,2020,2
2,260,reitschuster,DE,2
3,260,reitschuster,2021,2
2,261,Epoch Times,DE,2
3,261,Epoch Times,2021,2
6,262,tp - Science & Technology,AT,2
3,262,tp - Science & Technology,2021,2
2,263,Rubikon,DE,2
11,263,Rubikon,2020,2
2,264,NachDenkSeiten,DE,2
11,264,NachDenkSeiten,2020,2
21,265,Die Ostschweiz,CH,2
3,265,Die Ostschweiz,2021,2
2,266,Berliner Zeitung,DE,2
11,266,Berliner Zeitung,2020,2
60,267,The Pirbright Institute,UK,2
268,267,The Pirbright Institute,2019,2
21,269,Corona Transition,CH,2
3,269,Corona Transition,2021,2
2,270,Epoch Times,DE,2
3,270,Epoch Times,2021,2
6,271,Wochenblick,AT,2
11,271,Wochenblick,2020,2
21,272,Uncut-News,CH,2
3,272,Uncut-News,2021,2
21,273,tagblatt.ch,CH,2
3,273,tagblatt.ch,2021,2
6,274,Wochenblick,AT,2
3,274,Wochenblick,2021,2
2,275,2020 News,DE,2
3,275,2020 News,2021,2
76,276,substack.com,COM,2
11,276,substack.com,2020,2
21,277,Die Ostschweiz,CH,2
3,277,Die Ostschweiz,2021,2
2,278,Epoch Times,DE,2
3,278,Epoch Times,2021,2
2,279,Focus Online,DE,2
3,279,Focus Online,2021,2
21,280,Corona Transition,CH,2
11,280,Corona Transition,2020,2
6,281,Wochenblick,AT,2
3,281,Wochenblick,2021,2
6,282,tp - Science & Technology,AT,2
11,282,tp - Science & Technology,2020,2
21,283,Corona Transition,CH,2
3,283,Corona Transition,2021,2
2,284,reitschuster,DE,2
3,284,reitschuster,2021,2
2,285,AerzteZeitung,DE,2
3,285,AerzteZeitung,2021,2
62,286,SWR,IL,2
3,286,SWR,2021,2
21,287,medinside.ch,CH,2
3,287,medinside.ch,2021,2
21,288,linth24,CH,2
3,288,linth24,2021,2
2,289,RT DE,DE,2
11,289,RT DE,2020,2
2,290,ScienceFiles,DE,2
3,290,ScienceFiles,2021,2
2,291,Epoch Times,DE,2
3,291,Epoch Times,2021,2
21,292,Corona Transition,CH,2
3,292,Corona Transition,2021,2
2,293,Tichys Einblick,DE,2
3,293,Tichys Einblick,2021,2
2,294,2020 News,DE,2
11,294,2020 News,2020,2
21,295,Die Ostschweiz,CH,2
11,295,Die Ostschweiz,2020,2
6,296,Wochenblick,AT,2
3,296,Wochenblick,2021,2
2,297,Focus Online,DE,2
3,297,Focus Online,2021,2
2,298,ScienceFiles,DE,2
3,298,ScienceFiles,2021,2
2,299,AerzteZeitung,DE,2
3,299,AerzteZeitung,2021,2
11,300,Langemann Medien,2020,2
2,301,Die Welt,DE,2
3,301,Die Welt,2021,2
6,302,Wochenblick,AT,2
3,302,Wochenblick,2021,2
6,303,Honk for Hope,AT,2
11,303,Honk for Hope,2020,2
2,304,Rubikon,DE,2
3,304,Rubikon,2021,2
76,305,substack.com,COM,2
11,305,substack.com,2020,2
2,306,kenFM,DE,2
3,306,kenFM,2021,2
2,307,Rubikon,DE,2
11,307,Rubikon,2020,2
2,308,Epoch Times,DE,2
3,308,Epoch Times,2021,2
2,309,RT DE,DE,2
3,309,RT DE,2021,2
21,310,Die Ostschweiz,CH,2
11,310,Die Ostschweiz,2020,2
21,311,In$ide Paradeplatz,CH,2
3,311,In$ide Paradeplatz,2021,2
101,312,Unser Mitteleuropa,EU,2
3,312,Unser Mitteleuropa,2021,2
2,313,Jouwatch,DE,2
3,313,Jouwatch,2021,2
2,314,Telepolis,DE,2
3,314,Telepolis,2021,2
2,315,RT DE,DE,2
3,315,RT DE,2021,2
101,316,Unser Mitteleuropa,EU,2
3,316,Unser Mitteleuropa,2021,2
2,317,Telepolis,DE,2
3,317,Telepolis,2021,2
13,318,Achgut.com,US,2
3,318,Achgut.com,2021,2
2,319,ScienceFiles,DE,2
3,319,ScienceFiles,2021,2
2,320,reitschuster,DE,2
3,320,reitschuster,2021,2
2,321,Focus Online,DE,2
11,321,Focus Online,2020,2
3,322,odysee,2021,2
6,323,tp - Science & Technology,AT,2
3,323,tp - Science & Technology,2021,2
2,324,Tichys Einblick,DE,2
3,324,Tichys Einblick,2021,2
2,325,Focus Online,DE,2
3,325,Focus Online,2021,2
11,326,Deutsches Ärzteblatt,2020,2
2,327,corona-blog.net,DE,2
3,327,corona-blog.net,2021,2
2,328,Vera Lengsfeld,DE,2
3,328,Vera Lengsfeld,2021,2
2,329,Telepolis,DE,2
11,329,Telepolis,2020,2
21,330,INFOsperber,CH,2
11,330,INFOsperber,2020,2
21,331,SRF,CH,2
11,331,SRF,2020,2
2,332,Tichys Einblick,DE,2
3,332,Tichys Einblick,2021,2
2,333,Rubikon,DE,2
3,333,Rubikon,2021,2
2,334,Epoch Times,DE,2
11,334,Epoch Times,2020,2
2,335,Rubikon,DE,2
3,335,Rubikon,2021,2
62,336,Wochenblick,IL,2
3,336,Wochenblick,2021,2
6,337,tp - Science & Technology,AT,2
3,337,tp - Science & Technology,2021,2
21,338,medinside.ch,CH,2
11,338,medinside.ch,2020,2
2,339,Achgut.com,DE,2
3,339,Achgut.com,2021,2
2,340,Rubikon,DE,2
11,340,Rubikon,2020,2
2,341,Epoch Times,DE,2
3,341,Epoch Times,2021,2
2,342,ScienceFiles,DE,2
3,342,ScienceFiles,2021,2
21,343,Die Ostschweiz,CH,2
3,343,Die Ostschweiz,2021,2
2,344,Epoch Times,DE,2
3,344,Epoch Times,2021,2
2,345,Achgut.com,DE,2
11,345,Achgut.com,2020,2
6,346,Wochenblick,AT,2
3,346,Wochenblick,2021,2
2,347,reitschuster,DE,2
3,347,reitschuster,2021,2
13,348,RT DE,US,2
3,348,RT DE,2021,2
21,349,Weltwoche,CH,2
11,349,Weltwoche,2020,2
8,350,Wochenblick,DK,2
3,350,Wochenblick,2021,2
130,351,World Economic Forum,ORG,2
11,351,World Economic Forum,2020,2
2,352,RND,DE,2
3,352,RND,2021,2
2,353,Deutsches Ärzteblatt,DE,2
3,353,Deutsches Ärzteblatt,2021,2
225,354,RT DE,FI,2
3,354,RT DE,2021,2
21,355,INFOsperber,CH,2
3,355,INFOsperber,2021,2
21,356,Die Ostschweiz,CH,2
3,356,Die Ostschweiz,2021,2
6,357,tp - Science & Technology,AT,2
3,357,tp - Science & Technology,2021,2
2,358,2020 News,DE,2
3,358,2020 News,2021,2
2,359,ScienceFiles,DE,2
3,359,ScienceFiles,2021,2
361,360,PubMed,GOV,2
11,360,PubMed,2020,2
2,362,reitschuster,DE,2
3,362,reitschuster,2021,2
2,363,Epoch Times,DE,2
3,363,Epoch Times,2021,2
13,364,Report24,US,2
3,364,Report24,2021,2
2,365,2020 News,DE,2
3,365,2020 News,2021,2
2,366,2020 News,DE,2
3,366,2020 News,2021,2
2,367,RT DE,DE,2
3,367,RT DE,2021,2
6,368,Wochenblick,AT,2
3,368,Wochenblick,2021,2
2,369,ZDF,DE,2
11,369,ZDF,2020,2
2,370,NachDenkSeiten,DE,2
11,370,NachDenkSeiten,2020,2
2,371,ScienceFiles,DE,2
3,371,ScienceFiles,2021,2
2,372,ScienceFiles,DE,2
3,372,ScienceFiles,2021,2
2,373,Nordkurier,DE,2
3,373,Nordkurier,2021,2
6,374,Wochenblick,AT,2
3,374,Wochenblick,2021,2
2,375,ScienceFiles,DE,2
3,375,ScienceFiles,2021,2
2,376,Jouwatch,DE,2
11,376,Jouwatch,2020,2
101,377,berthub.eu,EU,2
11,377,berthub.eu,2020,2
21,378,NZZ,CH,2
3,378,NZZ,2021,2
2,379,Epoch Times,DE,2
3,379,Epoch Times,2021,2
6,380,Wochenblick,AT,2
3,380,Wochenblick,2021,2
21,381,Aletheia,CH,2
3,381,Aletheia,2021,2
6,382,Wochenblick,AT,2
3,382,Wochenblick,2021,2
2,383,Pharmazeutische Zeitung,DE,2
11,383,Pharmazeutische Zeitung,2020,2
21,384,Corona Transition,CH,2
3,384,Corona Transition,2021,2
21,385,Corona Transition,CH,2
3,385,Corona Transition,2021,2
13,386,RT DE,US,2
3,386,RT DE,2021,2
21,387,Die Ostschweiz,CH,2
3,387,Die Ostschweiz,2021,2
2,388,Rubikon,DE,2
11,388,Rubikon,2020,2
23,389,2020 News,BE,2
3,389,2020 News,2021,2
6,390,tp - Science & Technology,AT,2
3,390,tp - Science & Technology,2021,2
6,391,Wochenblick,AT,2
3,391,Wochenblick,2021,2
2,392,Deutschlandfunk,DE,2
3,392,Deutschlandfunk,2021,2
6,393,tp - Science & Technology,AT,2
3,393,tp - Science & Technology,2021,2
6,394,tp - Science & Technology,AT,2
3,394,tp - Science & Technology,2021,2
2,395,tagesschau.de,DE,2
11,395,tagesschau.de,2020,2
2,396,ScienceFiles,DE,2
3,396,ScienceFiles,2021,2
21,397,medinside.ch,CH,2
3,397,medinside.ch,2021,2
2,398,Epoch Times,DE,2
3,398,Epoch Times,2021,2
2,399,Achgut.com,DE,2
3,399,Achgut.com,2021,2
6,400,Wochenblick,AT,2
3,400,Wochenblick,2021,2
2,401,Epoch Times,DE,2
3,401,Epoch Times,2021,2
191,402,Report24,IT,2
3,402,Report24,2021,2
2,403,Die Welt,DE,2
3,403,Die Welt,2021,2
21,404,Corona Transition,CH,2
3,404,Corona Transition,2021,2
11,405,Hessisches Ärzteblatt,2020,2
21,406,Nau,CH,2
3,406,Nau,2021,2
6,407,tp - Science & Technology,AT,2
3,407,tp - Science & Technology,2021,2
21,408,medinside.ch,CH,2
11,408,medinside.ch,2020,2
21,409,Die Ostschweiz,CH,2
3,409,Die Ostschweiz,2021,2
6,410,Wochenblick,AT,2
3,410,Wochenblick,2021,2
21,411,aargau-zuerich.ch,CH,2
3,411,aargau-zuerich.ch,2021,2
6,412,Wochenblick,AT,2
3,412,Wochenblick,2021,2
2,413,reitschuster,DE,2
3,413,reitschuster,2021,2
6,414,Wochenblick,AT,2
3,414,Wochenblick,2021,2
21,415,NZZ,CH,2
3,415,NZZ,2021,2
21,416,medinside.ch,CH,2
3,416,medinside.ch,2021,2
21,417,Tagesanzeiger,CH,2
11,417,Tagesanzeiger,2020,2
2,418,reitschuster,DE,2
3,418,reitschuster,2021,2
2,419,Epoch Times,DE,2
3,419,Epoch Times,2021,2
2,420,reitschuster,DE,2
3,420,reitschuster,2021,2
2,421,reitschuster,DE,2
3,421,reitschuster,2021,2
21,422,Corona Transition,CH,2
3,422,Corona Transition,2021,2
2,423,2020 News,DE,2
3,423,2020 News,2021,2
2,424,Focus Online,DE,2
3,424,Focus Online,2021,2
2,425,RT DE,DE,2
11,425,RT DE,2020,2
21,426,SRF,CH,2
11,426,SRF,2020,2
21,427,Weltwoche,CH,2
11,427,Weltwoche,2020,2
21,428,Corona Transition,CH,2
3,428,Corona Transition,2021,2
6,429,tp - Science & Technology,AT,2
3,429,tp - Science & Technology,2021,2
2,430,Tichys Einblick,DE,2
3,430,Tichys Einblick,2021,2
21,431,Corona Transition,CH,2
3,431,Corona Transition,2021,2
21,432,Die Ostschweiz,CH,2
3,432,Die Ostschweiz,2021,2
130,433,WHO,ORG,2
11,433,WHO,2020,2
21,434,Corona Transition,CH,2
3,434,Corona Transition,2021,2
21,435,Die Ostschweiz,CH,2
3,435,Die Ostschweiz,2021,2
2,436,2020 News,DE,2
11,436,2020 News,2020,2
21,437,Die Ostschweiz,CH,2
3,437,Die Ostschweiz,2021,2
130,438,World Health Organization,ORG,2
11,438,World Health Organization,2020,2
21,439,linth24,CH,2
3,439,linth24,2021,2
21,440,linth24,CH,2
11,440,linth24,2020,2
21,441,infekt.ch,CH,2
3,441,infekt.ch,2021,2
2,442,Telepolis,DE,2
3,442,Telepolis,2021,2
2,443,Telepolis,DE,2
3,443,Telepolis,2021,2
2,444,Nordkurier,DE,2
11,444,Nordkurier,2020,2
2,445,NachDenkSeiten,DE,2
11,445,NachDenkSeiten,2020,2
2,446,2020 News,DE,2
11,446,2020 News,2020,2
6,447,Wochenblick,AT,2
3,447,Wochenblick,2021,2
13,448,Report24,US,2
3,448,Report24,2021,2
2,449,"Universitätsklinika in Freiburg, Heidelberg, Tübingen und Ulm",DE,2
3,449,"Universitätsklinika in Freiburg, Heidelberg, Tübingen und Ulm",2021,2
2,450,ntv,DE,2
3,450,ntv,2021,2
2,451,ScienceFiles,DE,2
3,451,ScienceFiles,2021,2
2,452,ScienceFiles,DE,2
3,452,ScienceFiles,2021,2
21,453,Swissmedic,CH,2
3,453,Swissmedic,2021,2
101,454,Unser Mitteleuropa,EU,2
3,454,Unser Mitteleuropa,2021,2
2,455,multipolar,DE,2
3,455,multipolar,2021,2
21,456,tagblatt.ch,CH,2
